x,y
7867,18618
7833.0107421875,18578.658203125
7806.8291015625,18533.962890625
7799.1142578125,18482.783203125
7786.87158203125,18432.255859375
7772.3203125,18382.32421875
7756.89697265625,18332.65625
7740.85498046875,18283.18359375
7724.33056640625,18233.869140625
7707.2939453125,18184.73046875
7689.69287109375,18135.791015625
7672.46728515625,18086.7265625
7657.9404296875,18036.7890625
7644.80419921875,17986.46875
7632.5263671875,17935.9296875
7620.8701171875,17885.244140625
7609.7373046875,17834.44140625
7599.080078125,17783.53515625
7588.87841796875,17732.537109375
7579.13525390625,17681.44921875
7569.8876953125,17630.26953125
7561.21044921875,17578.98828125
7553.24609375,17527.59375
7546.3046875,17476.052734375
7540.83544921875,17424.33203125
7535.1943359375,17372.630859375
7528.7568359375,17321.0234375
7518.09130859375,17270.2578125
7510.3828125,17218.826171875
7503.82861328125,17167.232421875
7497.9052734375,17115.5625
7492.474609375,17063.837890625
7487.546875,17012.0625
7483.26513671875,16960.23046875
7480.25390625,16908.3125
7479.4931640625,16856.310546875
7470.4951171875,16812.326171875
7426.7490234375,16840.4453125
7383.6728515625,16869.58984375
7339.65966796875,16897.287109375
7294.56689453125,16923.197265625
7248.75830078125,16947.822265625
7202.39404296875,16971.3828125
7155.5634765625,16994.005859375
7108.3046875,17015.71875
7060.6123046875,17036.4609375
7012.45361328125,17056.095703125
6963.75048828125,17074.3359375
6914.3427734375,17090.55859375
6863.56982421875,17101.3828125
6811.751953125,17105.759765625
6759.802734375,17108.216796875
6707.81103515625,17109.537109375
6655.80419921875,17109.94140625
6603.79833984375,17109.4453125
6551.814453125,17107.876953125
6499.9140625,17104.59375
6448.43017578125,17097.369140625
6397.18115234375,17088.51171875
6346.01123046875,17079.20703125
6294.95849609375,17069.28125
6244.0849609375,17058.478515625
6193.48779296875,17046.44921875
6143.337890625,17032.681640625
6093.9013671875,17016.55078125
6045.5771484375,16997.3515625
5998.80810546875,16974.630859375
5953.83642578125,16948.529296875
5911.392578125,16918.5390625
5872.2109375,16884.353515625
5834.99951171875,16848.025390625
5799.19091796875,16810.310546875
5764.51708984375,16771.548828125
5730.8212890625,16731.93359375
5698.0478515625,16691.55078125
5666.197265625,16650.4375
5635.3359375,16608.576171875
5605.591796875,16565.9140625
5577.23876953125,16522.318359375
5550.796875,16477.5390625
5527.53271484375,16431.04296875
5509.85986328125,16382.16015625
5497.01953125,16331.7802734375
5488.484375,16280.4892578125
5483.59130859375,16228.720703125
5481.587890625,16176.7548828125
5481.8095703125,16124.75
5483.76708984375,16072.779296875
5487.27392578125,16020.8916015625
5493.05615234375,15969.2119140625
5502.244140625,15918.033203125
5515.0927734375,15867.646484375
5530.75634765625,15818.0576171875
5548.146484375,15769.04296875
5566.47119140625,15720.369140625
5584.630859375,15671.6357421875
5601.63623046875,15622.486328125
5617.759765625,15573.0400390625
5632.98583984375,15523.3115234375
5646.9306640625,15473.208984375
5659.78125,15422.8134765625
5674.2333984375,15372.8583984375
5692.25048828125,15324.09375
5716.44482421875,15278.115234375
5747.39404296875,15236.37109375
5782.62646484375,15198.1298828125
5819.56298828125,15161.515625
5857.40771484375,15125.849609375
5898.15478515625,15093.5791015625
5942.513671875,15066.4775390625
5988.81298828125,15042.794921875
6035.71630859375,15020.3232421875
6083.03515625,14998.744140625
6130.85400390625,14978.294921875
6179.26171875,14959.287109375
6228.3896484375,14942.2314453125
6278.46044921875,14928.21875
6329.77685546875,14920.1826171875
6381.31298828125,14914.2158203125
6431.08740234375,14899.2392578125
6479.423828125,14880.0634765625
6527.50537109375,14860.236328125
6575.89892578125,14841.1845703125
6624.76611328125,14823.3896484375
6674.26708984375,14807.4482421875
6724.451171875,14793.8115234375
6775.1865234375,14782.38671875
6826.0205078125,14771.4169921875
