x,y
10437,16408
10403.0107421875,16368.6572265625
10376.8291015625,16323.9638671875
10369.1142578125,16272.783203125
10356.87109375,16222.255859375
10342.3203125,16172.3251953125
10326.896484375,16122.65625
10310.85546875,16073.18359375
10294.333984375,16023.869140625
10277.2939453125,15974.73046875
10259.693359375,15925.791015625
10242.4677734375,15876.7265625
10227.9404296875,15826.7900390625
10214.8046875,15776.46875
10202.52734375,15725.9306640625
10190.8701171875,15675.2451171875
10179.7373046875,15624.44140625
10169.0810546875,15573.5361328125
10158.8779296875,15522.5380859375
10149.1357421875,15471.4501953125
10139.888671875,15420.26953125
10131.2109375,15368.990234375
10123.24609375,15317.595703125
10116.3046875,15266.052734375
10110.837890625,15214.333984375
10105.197265625,15162.6318359375
10098.7568359375,15111.0244140625
10088.091796875,15060.259765625
10080.3837890625,15008.828125
10073.8291015625,14957.234375
10067.9052734375,14905.564453125
10062.474609375,14853.83984375
10057.546875,14802.064453125
10053.2666015625,14750.2333984375
10050.25390625,14698.314453125
10049.494140625,14646.3134765625
10040.4794921875,14602.3359375
9996.7333984375,14630.4560546875
9953.658203125,14659.6005859375
9909.6435546875,14687.2958984375
9864.55078125,14713.20703125
9818.7421875,14737.830078125
9772.376953125,14761.3916015625
9725.5478515625,14784.0146484375
9678.2880859375,14805.7255859375
9630.5966796875,14826.470703125
9582.4365234375,14846.1015625
9533.734375,14864.3447265625
9484.3251953125,14880.564453125
9433.5517578125,14891.384765625
9381.734375,14895.76953125
9329.7841796875,14898.2177734375
9277.79296875,14899.537109375
9225.7861328125,14899.9404296875
9173.7802734375,14899.4453125
9121.796875,14897.8759765625
9069.896484375,14894.59375
9018.412109375,14887.3671875
8967.1640625,14878.5078125
8915.9931640625,14869.2060546875
8864.94140625,14859.279296875
8814.0673828125,14848.474609375
8763.4716796875,14836.4453125
8713.3203125,14822.6787109375
8663.884765625,14806.544921875
8615.5615234375,14787.345703125
8568.7939453125,14764.6220703125
8523.8212890625,14738.51953125
8481.3779296875,14708.5283203125
8442.1904296875,14674.3515625
8404.9873046875,14638.013671875
8369.1796875,14600.2978515625
8334.505859375,14561.5361328125
8300.810546875,14521.919921875
8268.037109375,14481.5380859375
8236.1865234375,14440.423828125
8205.326171875,14398.5625
8175.58154296875,14355.900390625
8147.22900390625,14312.3037109375
8120.7890625,14267.5234375
8097.5263671875,14221.029296875
8079.8544921875,14172.1435546875
8067.0166015625,14121.763671875
8058.482421875,14070.47265625
8053.59033203125,14018.703125
8051.58740234375,13966.73828125
8051.8095703125,13914.7333984375
8053.76806640625,13862.7626953125
8057.275390625,13810.875
8063.05859375,13759.1953125
8072.24755859375,13708.0166015625
8085.09716796875,13657.630859375
8100.76171875,13608.041015625
8118.15234375,13559.02734375
8136.4765625,13510.353515625
8154.63623046875,13461.6201171875
8171.64111328125,13412.470703125
8187.7646484375,13363.025390625
8202.990234375,13313.2958984375
8216.9345703125,13263.193359375
8229.7841796875,13212.7978515625
8244.2392578125,13162.84375
8262.2568359375,13114.0791015625
8286.4541015625,13068.1015625
8317.404296875,13026.3583984375
8352.638671875,12988.119140625
8389.57421875,12951.5048828125
8427.4189453125,12915.83984375
8468.16796875,12883.5693359375
8512.52734375,12856.4697265625
8558.826171875,12832.7890625
8605.7294921875,12810.3173828125
8653.0498046875,12788.7373046875
8700.8681640625,12768.2890625
8749.271484375,12749.26953125
8798.404296875,12732.2265625
8848.4755859375,12718.2158203125
8899.7919921875,12710.181640625
8951.328125,12704.2119140625
9001.1015625,12689.234375
9049.4375,12670.0576171875
9097.5185546875,12650.23046875
9145.912109375,12631.1796875
9194.7802734375,12613.384765625
9244.28125,12597.4443359375
9294.4658203125,12583.80859375
9345.201171875,12572.3837890625
9396.03515625,12561.4140625
9446.138671875,12547.5029296875
