x,y
2214,3902
2194.844970703125,3881.291015625
2178.3818359375,3858.251708984375
2162.828857421875,3834.585693359375
2147.8564453125,3810.54736328125
2133.355712890625,3786.2216796875
2119.2890625,3761.642333984375
2105.679443359375,3736.806884765625
2092.61962890625,3711.6787109375
2080.3095703125,3686.175537109375
2069.144775390625,3660.151611328125
2058.6510009765625,3633.84814453125
2048.7491455078125,3607.315673828125
2039.3759765625,3580.592041015625
2030.4892578125,3553.70263671875
2022.063232421875,3526.665283203125
2014.08642578125,3499.491943359375
2006.5601806640625,3472.1904296875
1999.4993896484375,3444.7646484375
1992.9354248046875,3417.216064453125
1986.9268798828125,3389.541015625
1981.5543212890625,3361.73583984375
1976.9718017578125,3333.7900390625
1973.20654296875,3305.72119140625
1969.441162109375,3277.65234375
1964.0753173828125,3253.496826171875
1941.720703125,3270.884033203125
1919.2635498046875,3288.13525390625
1895.6275634765625,3303.721435546875
1870.8973388671875,3317.5107421875
1845.3304443359375,3329.68115234375
1819.0782470703125,3340.293701171875
1792.2335205078125,3349.301513671875
1764.8585205078125,3356.53466796875
1737.01220703125,3361.646240234375
1708.8028564453125,3363.960693359375
1680.49609375,3363.345703125
1652.3267822265625,3360.505126953125
1624.505859375,3355.260498046875
1597.2886962890625,3347.472900390625
1570.96533203125,3337.0595703125
1545.8433837890625,3324.013671875
1522.2196044921875,3308.41845703125
1500.3497314453125,3290.445556640625
1480.426513671875,3270.335205078125
1462.5628662109375,3248.37353515625
1446.7955322265625,3224.85986328125
1433.1002197265625,3200.08056640625
1421.4039306640625,3174.2958984375
1411.603759765625,3147.7314453125
1403.582275390625,3120.575927734375
1397.2161865234375,3092.984375
1392.3851318359375,3065.082763671875
1388.8115234375,3036.990234375
1386.5032958984375,3008.767822265625
1386.014404296875,2980.45849609375
1387.967041015625,2952.217041015625
1392.9471435546875,2924.354736328125
1401.262451171875,2897.301513671875
1412.73095703125,2871.424072265625
1426.7979736328125,2846.85595703125
1442.795654296875,2823.494140625
1460.151123046875,2801.11865234375
1478.4345703125,2779.4931640625
1496.905029296875,2758.02734375
1517.9375,2739.129150390625
1541.586669921875,2723.570068359375
1566.20947265625,2709.58251953125
1591.2235107421875,2696.304443359375
1616.4273681640625,2683.389404296875
1641.7393798828125,2670.687744140625
1667.1173095703125,2658.117919921875
1692.541259765625,2645.64111328125
1717.99072265625,2633.217041015625
1743.4600830078125,2620.833984375
1768.943359375,2608.479248046875
1794.43701171875,2596.145751953125
1819.94189453125,2583.83544921875
1845.44775390625,2571.52685546875
1870.9537353515625,2559.218994140625
1896.4656982421875,2546.923583984375
1921.9776611328125,2534.628173828125
1947.48974609375,2522.33251953125
1973.001708984375,2510.037109375
1998.513671875,2497.74169921875
2024.025634765625,2485.446044921875
2049.53759765625,2473.150634765625
2075.01708984375,2460.7880859375
2100.449462890625,2448.328857421875
2125.828369140625,2435.760986328125
2151.144775390625,2423.067626953125
2176.36572265625,2410.18603515625
2201.40673828125,2396.958984375
2212.692626953125,2382.136474609375
2187.119873046875,2369.97705078125
2161.193603515625,2358.582275390625
2135.14404296875,2347.47119140625
2109.021484375,2336.533203125
2082.845703125,2325.722412109375
2056.6298828125,2315.00927734375
2030.379150390625,2304.382080078125
2004.0985107421875,2293.8291015625
1977.7911376953125,2283.3427734375
1951.4581298828125,2272.9208984375
1925.0985107421875,2262.566650390625
1898.715087890625,2252.2734375
1872.3062744140625,2242.04541015625
1845.879150390625,2231.86474609375
1819.4947509765625,2221.57421875
1793.1656494140625,2211.14208984375
1766.8941650390625,2200.566650390625
1740.6824951171875,2189.84326171875
1714.5345458984375,2178.966064453125
1688.455078125,2167.925537109375
1662.4512939453125,2156.707763671875
1636.5350341796875,2145.2890625
1610.718994140625,2133.6455078125
1585.02880859375,2121.7275390625
1559.5048828125,2109.457763671875
1534.2205810546875,2096.702392578125
1509.3626708984375,2083.137939453125
1485.7607421875,2067.5423583984375
1492.310302734375,2050.6282958984375
1519.4361572265625,2058.5830078125
1545.743408203125,2069.06201171875
1571.8773193359375,2079.9736328125
1597.90185546875,2091.142822265625
1623.8399658203125,2102.51220703125
1649.7379150390625,2113.971923828125
1675.6224365234375,2125.46240234375
1701.492919921875,2136.984375
1727.4193115234375,2148.379150390625
1753.48193359375,2159.459716796875
1779.62158203125,2170.35693359375
1805.8280029296875,2181.092529296875
1832.1014404296875,2191.66357421875
1858.4517822265625,2202.041259765625
1884.9161376953125,2212.123779296875
1911.53173828125,2221.801025390625
1938.1490478515625,2231.473388671875
1964.7540283203125,2241.18017578125
1991.3426513671875,2250.931396484375
2017.91357421875,2260.730224609375
2044.464599609375,2270.58349609375
2070.9921875,2280.499267578125
2097.48583984375,2290.505615234375
2123.945068359375,2300.602783203125
2150.3525390625,2310.834228515625
2176.69384765625,2321.234619140625
2202.9384765625,2331.87646484375
2229.033447265625,2342.879638671875
2254.84814453125,2354.523193359375
2279.846435546875,2367.796142578125
2276.753173828125,2385.388671875
2252.017578125,2399.177490234375
2227.03662109375,2412.5185546875
