x,y
2214,3902
2206.535400390625,3895.392822265625
2199.994384765625,3887.83740234375
2193.837890625,3879.9638671875
2187.9150390625,3871.91259765625
2182.15283203125,3863.74560546875
2176.51318359375,3855.4931640625
2170.977294921875,3847.171142578125
2165.52587890625,3838.793212890625
2160.1494140625,3830.366943359375
2154.84033203125,3821.89794921875
2149.59375,3813.390380859375
2144.40576171875,3804.846923828125
2139.2734375,3796.269775390625
2134.1953125,3787.66064453125
2129.171875,3779.019287109375
2124.203125,3770.34619140625
2119.2890625,3761.642333984375
2114.431396484375,3752.90673828125
2109.632568359375,3744.138671875
2104.896484375,3735.336669921875
2100.228515625,3726.498291015625
2095.63525390625,3717.620849609375
2091.125732421875,3708.700439453125
2086.71240234375,3699.732177734375
2082.411376953125,3690.709716796875
2078.244873046875,3681.624267578125
2074.25390625,3672.46044921875
2070.421630859375,3663.22900390625
2066.61767578125,3653.98583984375
2062.89599609375,3644.709228515625
2059.25146484375,3635.40185546875
2055.6805419921875,3626.066162109375
2052.1798095703125,3616.703857421875
2048.7491455078125,3607.315673828125
2045.38427734375,3597.90380859375
2042.08203125,3588.4697265625
2038.84033203125,3579.0146484375
2035.6591796875,3569.5390625
2032.5389404296875,3560.043212890625
2029.475341796875,3550.52880859375
2026.467529296875,3540.996826171875
2023.5167236328125,3531.44677734375
2020.62353515625,3521.87939453125
2017.784912109375,3512.295654296875
2015.000732421875,3502.69580078125
2012.2738037109375,3493.07958984375
2009.6041259765625,3483.447265625
2006.9903564453125,3473.7998046875
2004.433349609375,3464.136962890625
2001.93505859375,3454.458740234375
1999.4993896484375,3444.7646484375
1997.1246337890625,3435.055419921875
1994.8131103515625,3425.331298828125
1992.5673828125,3415.59130859375
1990.390380859375,3405.8359375
1988.2857666015625,3396.064697265625
1986.2574462890625,3386.27734375
1984.310791015625,3376.47314453125
1982.4501953125,3366.652587890625
1980.6829833984375,3356.814697265625
1979.0179443359375,3346.959228515625
1977.4637451171875,3337.08544921875
1976.0859375,3327.185546875
1974.7569580078125,3317.279052734375
1973.427978515625,3307.372314453125
1972.0989990234375,3297.465576171875
1970.7701416015625,3287.55908203125
1969.441162109375,3277.65234375
1968.1121826171875,3267.74560546875
1966.7833251953125,3257.839111328125
1962.7603759765625,3254.519775390625
1954.8704833984375,3260.65625
1946.9805908203125,3266.79296875
1939.0906982421875,3272.929443359375
1931.2008056640625,3279.066162109375
1923.2906494140625,3285.176025390625
1915.189208984375,3291.029541015625
1906.90869140625,3296.626953125
1898.4718017578125,3301.986328125
1889.8955078125,3307.119384765625
1881.1934814453125,3312.036376953125
1872.377197265625,3316.74560546875
1863.4561767578125,3321.25341796875
1854.4385986328125,3325.564453125
1845.3304443359375,3329.68115234375
1836.137451171875,3333.6044921875
1826.8642578125,3337.33447265625
1817.5146484375,3340.868408203125
1808.0921630859375,3344.203125
1798.5994873046875,3347.33251953125
1789.039306640625,3350.2490234375
1779.4139404296875,3352.942626953125
1769.7255859375,3355.39990234375
1759.976806640625,3357.6044921875
1750.17041015625,3359.537109375
1740.31005859375,3361.17236328125
1730.4007568359375,3362.476318359375
1720.44970703125,3363.409912109375
1710.46826171875,3363.921142578125
1700.4737548828125,3363.99853515625
1690.4805908203125,3363.806884765625
1680.49609375,3363.345703125
1670.5284423828125,3362.6064453125
1660.5860595703125,3361.58203125
1650.678466796875,3360.26416015625
1640.8154296875,3358.645263671875
1631.0079345703125,3356.7177734375
1621.2672119140625,3354.478271484375
1611.605712890625,3351.918701171875
1602.0352783203125,3349.036865234375
1592.56982421875,3345.827392578125
1583.2215576171875,3342.29052734375
1574.005859375,3338.421875
1564.9346923828125,3334.225830078125
1556.02197265625,3329.7021484375
1547.2823486328125,3324.85302734375
1538.72705078125,3319.685546875
1530.368408203125,3314.205810546875
1522.2196044921875,3308.41845703125
1514.289306640625,3302.335205078125
1506.5870361328125,3295.965576171875
1499.1226806640625,3289.31884765625
1491.90283203125,3282.407470703125
1484.9320068359375,3275.24462890625
1478.216796875,3267.841552734375
1471.759765625,3260.212646484375
1465.562744140625,3252.37060546875
1459.6279296875,3244.32861328125
1453.95458984375,3236.099609375
1448.5418701171875,3227.697265625
1443.389404296875,3219.1328125
1438.49267578125,3210.41943359375
1433.84912109375,3201.568359375
1429.45654296875,3192.590576171875
1425.3095703125,3183.496337890625
1421.4039306640625,3174.2958984375
1417.734375,3164.998779296875
1414.2958984375,3155.61376953125
1411.083251953125,3146.14892578125
1408.0919189453125,3136.61181640625
1405.3165283203125,3127.009765625
1402.750244140625,3117.349609375
1400.38720703125,3107.6376953125
1398.2252197265625,3097.879150390625
1396.255615234375,3088.079833984375
1394.4752197265625,3078.24462890625
1392.8770751953125,3068.3779296875
1391.458740234375,3058.48388671875
1390.1651611328125,3048.572509765625
1388.9908447265625,3038.646484375
1387.9765625,3028.70263671875
1387.1396484375,3018.742431640625
1386.5032958984375,3008.767822265625
1386.0919189453125,2998.78125
1385.9324951171875,2988.787109375
1386.0555419921875,2978.79296875
1386.4852294921875,2968.8076171875
1387.2542724609375,2958.84228515625
1388.3848876953125,2948.91162109375
1389.90478515625,2939.033203125
1391.83056640625,2929.225830078125
1394.172607421875,2919.509765625
1396.9346923828125,2909.904296875
1400.11181640625,2900.428466796875
1403.6925048828125,2891.09716796875
1407.657470703125,2881.922607421875
1411.9788818359375,2872.910400390625
1416.6287841796875,2864.063232421875
1421.5794677734375,2855.380615234375
1426.7979736328125,2846.85595703125
